Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16376,2022-10-27,-0.093294037,-0.18835812,-0.192947137,21,100
Market-Adjusted Model,16377,2022-10-27,-0.423841056,-0.574035892,-0.523494156,21,100
Market-Adjusted Model,16381,2022-10-27,0.0456151849,-0.014801109,-0.054037915,21,100
Market-Adjusted Model,16382,2022-10-27,0.0460865954,-0.00741843,-0.053566505,21,100
Market-Adjusted Model,16383,2022-10-27,-0.065287978,-0.145691062,-0.164941078,21,100
Market-Adjusted Model,16386,2022-10-27,-0.179966645,-0.282347746,-0.279619745,21,100
Market-Adjusted Model,16392,2022-10-27,0.1029125736,0.0173113732,0.0032594735,21,100
Market-Adjusted Model,16393,2022-10-27,-0.243400776,-0.334045072,-0.343053876,21,100
Market-Adjusted Model,16399,2022-10-27,0.1090909473,0.0230649085,0.0094378472,21,100
Market-Adjusted Model,16400,2022-10-27,0.1034482673,0.0931915603,0.0037951671,21,100
Market-Adjusted Model,16401,2022-10-27,0.7849461697,0.5403163992,0.6852930696,21,100
Market-Adjusted Model,16403,2022-10-27,0.0051813643,-0.087694871,-0.094471736,21,100
Market-Adjusted Model,16431,2022-10-27,0.0240629344,-0.073790521,-0.075590166,21,100
Market-Adjusted Model,16432,2022-10-27,-0.033393491,-0.110341431,-0.133046591,21,100
Market-Adjusted Model,16434,2022-10-27,-0.007051559,-0.100097067,-0.106704659,21,100
Market-Adjusted Model,16436,2022-10-27,0.1121180695,0.0233541266,0.0124649694,21,100
Market-Adjusted Model,16437,2022-10-27,0.0295070018,-0.058983149,-0.070146098,21,100
Market-Adjusted Model,16439,2022-10-27,0.0250375451,-0.07385114,-0.074615555,21,100
Market-Adjusted Model,16442,2022-10-27,-0.02265004,-0.101174764,-0.12230314,21,100
Market-Adjusted Model,16446,2022-10-27,0.1496998977,0.0441492081,0.0500467976,21,100
Market-Adjusted Model,16447,2022-10-27,0.0752945958,-0.02296394,-0.024358504,21,100
Market-Adjusted Model,16448,2022-10-27,0.0803910729,-0.004293113,-0.019262027,21,100
Market-Adjusted Model,16449,2022-10-27,-0.152069784,-0.22207189,-0.251722884,21,100
Market-Adjusted Model,16451,2022-10-27,0.0791918824,-0.018232292,-0.020461218,21,100
Market-Adjusted Model,16452,2022-10-27,0.221311447,0.1376133165,0.1216583469,21,100
Market-Adjusted Model,16454,2022-10-27,0.2209592859,0.1062712635,0.1213061858,21,100
Market-Adjusted Model,16457,2022-10-27,0.1635781865,0.0563174758,0.0639250864,21,100
Market-Adjusted Model,16458,2022-10-27,0.0234113474,-0.066570085,-0.076241753,21,100
Market-Adjusted Model,16461,2022-10-27,-0.268130391,-0.321876244,-0.367783491,21,100
Market-Adjusted Model,16463,2022-10-27,0.0203220992,-0.067365417,-0.079331001,21,100
Market-Adjusted Model,16465,2022-10-27,0.3394256537,0.2470715481,0.2397725536,21,100
Market-Adjusted Model,16466,2022-10-27,0.0791366699,0.0081777898,-0.02051643,21,100
Market-Adjusted Model,16471,2022-10-27,0.3726708154,0.2717193495,0.2730177153,21,100
Market-Adjusted Model,16472,2022-10-27,0.2830695669,0.2095285547,0.1834164668,21,100
Market-Adjusted Model,16473,2022-10-27,-0.292223539,-0.425936005,-0.391876639,21,100
Market-Adjusted Model,16479,2022-10-27,0.1262230851,0.0247668391,0.0265699849,21,100
Market-Adjusted Model,16480,2022-10-27,-0.059807847,-0.034646162,-0.159460947,21,100
Market-Adjusted Model,16481,2022-10-27,0.0126570902,-0.086274622,-0.08699601,21,100
Market-Adjusted Model,16482,2022-10-27,0.0658504576,-0.031029577,-0.033802642,21,100
Market-Adjusted Model,16485,2022-10-27,0.0510135246,-0.048907351,-0.048639576,21,100
Market-Adjusted Model,16486,2022-10-27,0.0212576303,-0.07773213,-0.07839547,21,100
Market-Adjusted Model,16487,2022-10-27,0.1321329838,0.0296517831,0.0324798836,21,100
Market-Adjusted Model,16488,2022-10-27,0.0023740433,-0.096870759,-0.097279057,21,100
Market-Adjusted Model,16494,2022-10-27,0.0661366771,-0.033123043,-0.033516423,21,100
Market-Adjusted Model,16495,2022-10-27,-0.030165958,-0.111955608,-0.129819058,21,100
Market-Adjusted Model,16497,2022-10-27,0.1301774544,0.0319555038,0.0305243543,21,100
Market-Adjusted Model,16498,2022-10-27,0.2340307813,0.1217942566,0.1343776812,21,100
Market-Adjusted Model,16499,2022-10-27,0.057412175,-0.036110701,-0.042240925,21,100
Market-Adjusted Model,16505,2022-10-27,0.0523567943,-0.038041394,-0.047296306,21,100
Market-Adjusted Model,16510,2022-10-27,0.143579723,0.0391204611,0.0439266229,21,100
Market-Adjusted Model,16511,2022-10-27,0.0409287535,-0.058050435,-0.058724347,21,100
Market-Adjusted Model,16515,2022-10-27,0.2348517368,0.1293015811,0.1351986367,21,100
Market-Adjusted Model,16516,2022-10-27,0.1507935945,0.0447966428,0.0511404944,21,100
Market-Adjusted Model,16518,2022-10-27,0.0178572887,-0.081229438,-0.081795811,21,100
Market-Adjusted Model,16522,2022-10-27,-0.180685329,-0.279792527,-0.280338429,21,100
Market-Adjusted Model,16523,2022-10-27,0.1070436222,0.0067496935,0.0073905221,21,100
Market-Adjusted Model,16524,2022-10-27,-0.166169477,-0.266847048,-0.265822577,21,100
Market-Adjusted Model,16525,2022-10-27,0.2537710412,0.1500440705,0.1541179411,21,100
Market-Adjusted Model,16528,2022-10-27,0.1218274249,0.0323736388,0.0221743248,21,100
Market-Adjusted Model,16529,2022-10-27,0.2171395336,0.11392682,0.1174864335,21,100
Market-Adjusted Model,16532,2022-10-27,-0.4160784,-0.479416206,-0.5157315,21,100
Market-Adjusted Model,16533,2022-10-27,0.175438646,0.0780029556,0.0757855459,21,100
Market-Adjusted Model,16535,2022-10-27,0.0909091097,0.0065556746,-0.00874399,21,100
Market-Adjusted Model,16536,2022-10-27,-0.496649194,-0.731281245,-0.596302294,21,100
Market-Adjusted Model,16537,2022-10-27,-0.047210252,-0.134942326,-0.146863352,21,100
Market-Adjusted Model,16538,2022-10-27,0.2572973067,0.145442476,0.1576442066,21,100
Market-Adjusted Model,16541,2022-10-27,0.0268256471,-0.059912734,-0.072827453,21,100
Market-Adjusted Model,16542,2022-10-27,-0.281405897,-0.386340786,-0.381058997,21,100
Market-Adjusted Model,16543,2022-10-27,0.165185673,0.0576299582,0.0655325729,21,100
Market-Adjusted Model,16545,2022-10-27,0.1972891993,0.0984255441,0.0976360992,21,100
Market-Adjusted Model,16548,2022-10-27,0.0686131146,-0.026129092,-0.031039985,21,100
Market-Adjusted Model,16554,2022-10-27,0.1576626802,0.0785987299,0.05800958,21,100
Market-Adjusted Model,16555,2022-10-27,0.2213875547,0.1072782273,0.1217344546,21,100
Market-Adjusted Model,16557,2022-10-27,0.1206140752,0.0296183973,0.0209609751,21,100
Market-Adjusted Model,16558,2022-10-27,0.0839377188,-0.017180187,-0.015715381,21,100
Market-Adjusted Model,16559,2022-10-27,0.0020061253,-0.097245487,-0.097646975,21,100
Market-Adjusted Model,16560,2022-10-27,0.1855931861,0.0771491849,0.085940086,21,100
Market-Adjusted Model,16562,2022-10-27,0.1636780289,0.0599093345,0.0640249288,21,100
Market-Adjusted Model,16565,2022-10-27,0.1586758057,0.0519213392,0.0590227056,21,100
Market-Adjusted Model,16566,2022-10-27,0.1092150101,0.0085976449,0.00956191,21,100
Market-Adjusted Model,16567,2022-10-27,0.1000036704,0.001387108,0.0003505703,21,100
Market-Adjusted Model,16569,2022-10-27,0.2142809915,0.1234930861,0.1146278914,21,100
Market-Adjusted Model,16570,2022-10-27,-0.445497615,-0.542859836,-0.545150715,21,100
Market-Adjusted Model,16573,2022-10-27,-0.108589939,-0.198692521,-0.20824304,21,100
Market-Adjusted Model,16577,2022-10-27,0.0599700263,-0.031966045,-0.039683074,21,100
Market-Adjusted Model,16578,2022-10-27,0.038717294,-0.060033895,-0.060935806,21,100
Market-Adjusted Model,16580,2022-10-27,0.0281729808,-0.071055445,-0.071480119,21,100
Market-Adjusted Model,16581,2022-10-27,0.0102206464,-0.078964227,-0.089432454,21,100
Market-Adjusted Model,16582,2022-10-27,0.0194877831,-0.075615725,-0.080165317,21,100
Market-Adjusted Model,16583,2022-10-27,0.1012793328,0.00261296,0.0016262327,21,100
Market-Adjusted Model,16584,2022-10-27,0.1341389623,0.0307198106,0.0344858622,21,100
Market-Adjusted Model,16585,2022-10-27,0.0442339023,-0.045258174,-0.055419198,21,100
Market-Adjusted Model,16588,2022-10-27,0.0112437351,-0.087554397,-0.088409365,21,100
Market-Adjusted Model,16591,2022-10-27,0.1996241013,0.0994165001,0.0999710012,21,100
Market-Adjusted Model,16592,2022-10-27,0.015399414,-0.059027622,-0.084253686,21,100
Market-Adjusted Model,16594,2022-10-27,-0.234400031,-0.350589637,-0.334053131,21,100
Market-Adjusted Model,16595,2022-10-27,0.0209323859,0.0069140474,-0.078720714,21,100
Market-Adjusted Model,16597,2022-10-27,-0.00272939,-0.082221361,-0.102382491,21,100
Market-Adjusted Model,16600,2022-10-27,0.0078831529,-0.089809178,-0.091769947,21,100
Market-Adjusted Model,16603,2022-10-27,0.0541032982,-0.028189393,-0.045549802,21,100
Market-Adjusted Model,16604,2022-10-27,0.0003350162,-0.098898376,-0.099318084,21,100
Market-Adjusted Model,16605,2022-10-27,0.0135389502,-0.084223973,-0.08611415,21,100
Market-Adjusted Model,16606,2022-10-27,0.0165035019,-0.081508478,-0.083149598,21,100
Market-Adjusted Model,16610,2022-10-27,0.1495521869,0.0440175056,0.0498990868,21,100
Market-Adjusted Model,16611,2022-10-27,0.3796351303,0.2325614264,0.2799820302,21,100
Market-Adjusted Model,16612,2022-10-27,0.0975609166,-0.003652173,-0.002092183,21,100
Market-Adjusted Model,16613,2022-10-27,0.0540657991,-0.015833351,-0.045587301,21,100
Market-Adjusted Model,16617,2022-10-27,0.2731182745,0.1645472656,0.1734651743,21,100
Market-Adjusted Model,16622,2022-10-27,0.0663823499,-0.024508643,-0.03327075,21,100
Market-Adjusted Model,16623,2022-10-27,0.014809365,-0.084158868,-0.084843735,21,100
Market-Adjusted Model,16625,2022-10-27,0.4315352452,0.2914353301,0.3318821451,21,100
Market-Adjusted Model,16626,2022-10-27,-0.305849968,-0.444924931,-0.405503068,21,100
Market-Adjusted Model,16630,2022-10-27,-0.128746353,-0.218394243,-0.228399454,21,100
Market-Adjusted Model,16631,2022-10-27,-0.117830496,-0.20563938,-0.217483596,21,100
Market-Adjusted Model,16632,2022-10-27,0.2431600171,0.1301364021,0.143506917,21,100
Market-Adjusted Model,16633,2022-10-27,-0.000319455,-0.097423306,-0.099972555,21,100
Market-Adjusted Model,16638,2022-10-27,-0.022158647,-0.116124598,-0.121811747,21,100
Market-Adjusted Model,16641,2022-10-27,0.1066907177,0.0095017187,0.0070376176,21,100
Market-Adjusted Model,16648,2022-10-27,0.0925581302,-0.006168475,-0.00709497,21,100
Market-Adjusted Model,16649,2022-10-27,-0.02993896,-0.108645854,-0.12959206,21,100
Market-Adjusted Model,16650,2022-10-27,0.2291666013,0.1193035175,0.1295135012,21,100
Market-Adjusted Model,16653,2022-10-27,0.0667493546,-0.024223493,-0.032903746,21,100
Market-Adjusted Model,16655,2022-10-27,-0.476140556,-0.527962432,-0.575793656,21,100
Market-Adjusted Model,16656,2022-10-27,0.0399999695,-0.049979004,-0.059653131,21,100
Market-Adjusted Model,16659,2022-10-27,-0.110000016,-0.200619965,-0.209653116,21,100
Market-Adjusted Model,16660,2022-10-27,0.1878980538,0.0903570254,0.0882449537,21,100
Market-Adjusted Model,16662,2022-10-27,0.060613986,-0.039636455,-0.039039114,21,100
Market-Adjusted Model,16664,2022-10-27,0.1203559424,0.0392721239,0.0207028422,21,100
Market-Adjusted Model,16666,2022-10-27,0.0097418747,-0.089458622,-0.089911225,21,100
Market-Adjusted Model,16667,2022-10-27,0.150973453,0.0567526562,0.0513203529,21,100
Market-Adjusted Model,16668,2022-10-27,0.6205533277,0.4284528244,0.5209002275,21,100
Market-Adjusted Model,16670,2022-10-27,-0.031278975,-0.107272976,-0.130932075,21,100
Market-Adjusted Model,16671,2022-10-27,0.0121485072,-0.08648237,-0.087504593,21,100
Market-Adjusted Model,16673,2022-10-27,0.0364172177,-0.055498818,-0.063235882,21,100
Market-Adjusted Model,16674,2022-10-27,0.3177532144,0.2066709499,0.2375732074,13,100
Market-Adjusted Model,16675,2022-10-27,0.1101823569,0.0191957322,0.0105292568,21,100
Market-Adjusted Model,16676,2022-10-27,0.0721752712,-0.028027888,-0.027477829,21,100
Market-Adjusted Model,16678,2022-10-27,0.044960895,-0.04976182,-0.054692205,21,100
Market-Adjusted Model,16680,2022-10-27,0.1246753334,0.0284321962,0.0250222333,21,100
Market-Adjusted Model,16681,2022-10-27,-0.047619006,-0.140006587,-0.147272106,21,100
Market-Adjusted Model,16684,2022-10-27,0.2378048939,0.1338318343,0.1381517938,21,100
Market-Adjusted Model,16685,2022-10-27,0.1302718958,0.0261193906,0.0306187956,21,100
Market-Adjusted Model,16689,2022-10-27,0.0389804791,-0.030211092,-0.060672621,21,100
Market-Adjusted Model,16691,2022-10-27,0.0210525556,-0.073007133,-0.078600545,21,100
Market-Adjusted Model,16692,2022-10-27,0.1938843247,0.0850679599,0.0942312246,21,100
Market-Adjusted Model,16693,2022-10-27,0.289138908,0.168189096,0.1894858079,21,100
Market-Adjusted Model,16696,2022-10-27,0.2395062443,0.1324221894,0.1398531442,21,100
Market-Adjusted Model,16697,2022-10-27,-0.068965558,-0.137746305,-0.168618658,21,100
Market-Adjusted Model,16698,2022-10-27,-0.010947951,-0.070966662,-0.110601051,21,100
Market-Adjusted Model,16699,2022-10-27,0.0627168695,-0.032781329,-0.036936231,21,100
Market-Adjusted Model,16701,2022-10-27,0.0762379647,-0.020424466,-0.023415135,21,100
Market-Adjusted Model,16702,2022-10-27,0.1363236358,0.0324736802,0.0366705356,21,100
Market-Adjusted Model,16703,2022-10-27,0.1417826375,0.0496485675,0.0421295374,21,100
Market-Adjusted Model,16705,2022-10-27,-0.285226316,-0.382733787,-0.384879416,21,100
Market-Adjusted Model,16706,2022-10-27,0.087351131,-0.009420512,-0.012301969,21,100
Market-Adjusted Model,16709,2022-10-27,-1.229252E-9,-0.087738388,-0.099653101,21,100
Market-Adjusted Model,16710,2022-10-27,0.2588512997,0.1450770783,0.1591981996,21,100
Market-Adjusted Model,16711,2022-10-27,-0.197552383,-0.29203487,-0.297205484,21,100
Market-Adjusted Model,16712,2022-10-27,0.1256732009,0.0563584594,0.0260201008,21,100
Market-Adjusted Model,16713,2022-10-27,0.141818524,0.0365779964,0.0421654239,21,100
Market-Adjusted Model,16736,2022-10-27,0.1469216146,0.0431376953,0.0472685145,21,100
Market-Adjusted Model,16737,2022-10-27,0.075555588,-0.020313411,-0.024097512,21,100
Market-Adjusted Model,16738,2022-10-27,0.1543739429,0.0490975277,0.0547208428,21,100
Market-Adjusted Model,16739,2022-10-27,-0.089041091,-0.180804166,-0.188694191,21,100
Market-Adjusted Model,16741,2022-10-27,0.6741936137,0.4456574628,0.5745405136,21,100
Market-Adjusted Model,16742,2022-10-27,0.3787716111,0.2578050364,0.279118511,21,100
Market-Adjusted Model,16743,2022-10-27,0.3624999779,0.2406803094,0.2628468777,21,100
Market-Adjusted Model,16744,2022-10-27,0.5780884272,0.3870234764,0.478435327,21,100
Market-Adjusted Model,16745,2022-10-27,0.5427822674,0.3549591835,0.4431291673,21,100
Market-Adjusted Model,16746,2022-10-27,-0.13924048,-0.227905441,-0.23889358,21,100
Market-Adjusted Model,16747,2022-10-27,0.0118004164,-0.085922554,-0.087852684,21,100
Market-Adjusted Model,16749,2022-10-27,0.1923077042,0.093388692,0.0926546041,21,100
Market-Adjusted Model,16750,2022-10-27,0.1622418589,0.0871831062,0.0625887588,21,100
Market-Adjusted Model,16753,2022-10-27,-0.062857107,-0.093217989,-0.162510207,21,100
Market-Adjusted Model,16754,2022-10-27,0.0452466784,-0.054152128,-0.054406422,21,100
Market-Adjusted Model,16755,2022-10-27,-0.186915926,-0.237977777,-0.286569026,21,100
Market-Adjusted Model,16756,2022-10-27,0.1423413426,0.0382268193,0.0426882425,21,100
Market-Adjusted Model,16760,2022-10-27,0.207690466,0.1040047768,0.1080373659,21,100
Market-Adjusted Model,16761,2022-10-27,0.0629682902,-0.037253693,-0.03668481,21,100
Market-Adjusted Model,16762,2022-10-27,0.0289776856,-0.069937822,-0.070675415,21,100
Market-Adjusted Model,16763,2022-10-27,0.118081136,0.0169626977,0.0184280359,21,100
Market-Adjusted Model,16764,2022-10-27,-0.0216383,-0.100307068,-0.1212914,21,100
Market-Adjusted Model,16765,2022-10-27,-0.096852464,-0.192182301,-0.196505564,21,100
Market-Adjusted Model,16768,2022-10-27,0.2842039579,0.1623173323,0.1845508578,21,100
Market-Adjusted Model,16770,2022-10-27,0.3190456734,0.2040636565,0.2193925733,21,100
Market-Adjusted Model,16771,2022-10-27,0.1525137568,0.0539808932,0.0528606567,21,100
Market-Adjusted Model,16776,2022-10-27,-0.215475026,-0.306835834,-0.315128126,21,100
Market-Adjusted Model,16777,2022-10-27,-0.034567895,-0.120220184,-0.134220995,21,100
Market-Adjusted Model,16778,2022-10-27,-0.169291379,-0.166399796,-0.26894448,21,100
Market-Adjusted Model,16779,2022-10-27,0.1659389168,0.0626481613,0.0662858167,21,100
Market-Adjusted Model,16780,2022-10-27,0.1672296904,0.0601876605,0.0675765903,21,100
Market-Adjusted Model,16781,2022-10-27,-0.293985279,-0.398989966,-0.39363838,21,100
Market-Adjusted Model,16784,2022-10-27,0.2059374378,0.0969046715,0.1062843377,21,100
Market-Adjusted Model,16785,2022-10-27,-0.000955274,-0.100022745,-0.100608374,21,100
Market-Adjusted Model,16786,2022-10-27,-0.048307313,-0.137853113,-0.147960413,21,100
Market-Adjusted Model,16787,2022-10-27,-0.060606064,-0.144006796,-0.160259164,21,100
Market-Adjusted Model,16788,2022-10-27,-0.326018235,-0.469924804,-0.425671335,21,100
Market-Adjusted Model,16792,2022-10-27,0.0161054304,-0.047379899,-0.08354767,21,100
Market-Adjusted Model,16793,2022-10-27,-0.342718435,-0.48354645,-0.442371535,21,100
Market-Adjusted Model,16794,2022-10-27,0.1658374784,0.0805570343,0.0661843783,21,100
Market-Adjusted Model,16795,2022-10-27,0.051679621,0.0429683267,-0.047973479,21,100
Market-Adjusted Model,16796,2022-10-27,0.1357677386,0.0314707874,0.0361146385,21,100
Market-Adjusted Model,16797,2022-10-27,0.1351200023,0.0309010222,0.0354669022,21,100
Market-Adjusted Model,16798,2022-10-27,0.0677609483,-0.032015092,-0.031892152,21,100
Market-Adjusted Model,16799,2022-10-27,0.1365792843,0.0325367471,0.0369261842,21,100
Market-Adjusted Model,16800,2022-10-27,0.1318266905,0.0283709315,0.0321735904,21,100
Market-Adjusted Model,16801,2022-10-27,0.1414731525,0.0372386599,0.0418200524,21,100
Market-Adjusted Model,16802,2022-10-27,-0.273743028,-0.401720784,-0.373396128,21,100
Market-Adjusted Model,16805,2022-10-27,0.2551510382,0.1374098635,0.1554979381,21,100
Market-Adjusted Model,16807,2022-10-27,0.0951193864,-0.00605346,-0.004533714,21,100
Market-Adjusted Model,16809,2022-10-27,0.1133539191,0.0135081343,0.013700819,21,100
Market-Adjusted Model,16813,2022-10-27,0.0096953053,-0.068114992,-0.089957795,21,100
Market-Adjusted Model,16816,2022-10-27,0.1545707871,0.0573709339,0.054917687,21,100
Market-Adjusted Model,16818,2022-10-27,-0.107415071,-0.180506915,-0.207068171,21,100
Market-Adjusted Model,16819,2022-10-27,-0.003333328,-0.096562084,-0.102986428,21,100
Market-Adjusted Model,16820,2022-10-27,0.0058139463,-0.078791995,-0.093839154,21,100
Market-Adjusted Model,16822,2022-10-27,0.0984594718,-0.003305044,-0.001193628,21,100
Market-Adjusted Model,16823,2022-10-27,0.1898559763,0.0808912457,0.0902028762,21,100
Market-Adjusted Model,16824,2022-10-27,-0.44449189,-0.58768352,-0.54414499,21,100
Market-Adjusted Model,16827,2022-10-27,0.3356163977,0.257999843,0.2359632975,21,100
Market-Adjusted Model,16828,2022-10-27,0.1485607614,0.0437840515,0.0489076612,21,100
Market-Adjusted Model,16829,2022-10-27,-0.073118301,-0.097524678,-0.172771401,21,100
Market-Adjusted Model,16831,2022-10-27,0.1260191524,0.0246493814,0.0263660523,21,100
Market-Adjusted Model,16832,2022-10-27,0.0146384181,-0.08460686,-0.085014682,21,100
Market-Adjusted Model,16833,2022-10-27,0.0262263663,-0.07267966,-0.073426734,21,100
Market-Adjusted Model,16836,2022-10-27,0.0312499422,-0.063515108,-0.068403158,21,100
Market-Adjusted Model,16837,2022-10-27,0.2400427066,0.1458885293,0.1403896065,21,100
Market-Adjusted Model,16841,2022-10-27,0.0075264864,-0.066581896,-0.067679472,9,100
Market-Adjusted Model,16843,2022-10-27,0.0162090342,-0.082897799,-0.083444066,21,100
Market-Adjusted Model,16844,2022-10-27,-0.640082532,-0.859465147,-0.739735632,21,100
Market-Adjusted Model,16849,2022-10-27,0.1215870155,0.0301626555,0.0219339154,21,100
Market-Adjusted Model,16850,2022-10-27,0.0504347758,-0.048375163,-0.049218324,21,100
Market-Adjusted Model,16851,2022-10-27,0.350329558,0.2089378067,0.2506764579,21,100
Market-Adjusted Model,16853,2022-10-27,0.0970549497,-0.005476831,-0.00259815,21,100
Market-Adjusted Model,16856,2022-10-27,-0.127260421,-0.212080563,-0.226913521,21,100
Market-Adjusted Model,16857,2022-10-27,-0.018348606,-0.110939548,-0.118001706,21,100
Market-Adjusted Model,16859,2022-10-27,0.1519239195,0.0449816058,0.0522708193,21,100
Market-Adjusted Model,16860,2022-10-27,0.0192826163,-0.079938335,-0.080370484,21,100
Market-Adjusted Model,16861,2022-10-27,0.0482217757,-0.050425015,-0.051431324,21,100
Market-Adjusted Model,16866,2022-10-27,0.2015676585,0.0888277896,0.1019145584,21,100
Market-Adjusted Model,16868,2022-10-27,0.0238775906,-0.075199373,-0.07577551,21,100
Market-Adjusted Model,16874,2022-10-27,0.059382422,-0.031604232,-0.040270678,21,100
Market-Adjusted Model,16875,2022-10-27,-0.108844471,-0.184018846,-0.208497571,21,100
Market-Adjusted Model,16877,2022-10-27,-0.536829562,-0.631091473,-0.636482662,21,100
Market-Adjusted Model,16880,2022-10-27,-0.367816095,-0.390781239,-0.467469195,21,100
Market-Adjusted Model,16883,2022-10-27,0.0719999604,-0.014404368,-0.02765314,21,100
Market-Adjusted Model,16887,2022-10-27,-0.056140357,-0.133728736,-0.155793457,21,100
Market-Adjusted Model,16894,2022-10-27,-0.017500021,-0.10618569,-0.117153121,21,100
Market-Adjusted Model,16895,2022-10-27,0.1516079229,0.0461939191,0.0519548227,21,100
Market-Adjusted Model,16903,2022-10-27,-0.086920577,-0.170921441,-0.186573677,21,100
Market-Adjusted Model,16904,2022-10-27,-0.064676676,-0.161922728,-0.164329776,21,100
Market-Adjusted Model,16905,2022-10-27,0.2641056545,0.1418163925,0.1644525544,21,100
Market-Adjusted Model,16911,2022-10-27,-0.395447763,-0.396432846,-0.495100863,21,100
Market-Adjusted Model,16917,2022-10-27,-0.061531059,-0.156331612,-0.161184159,21,100
Market-Adjusted Model,16920,2022-10-27,0.2718181664,0.1533604916,0.1721650663,21,100
Market-Adjusted Model,16921,2022-10-27,-0.142322136,-0.217289886,-0.241975236,21,100
Market-Adjusted Model,16922,2022-10-27,0.37569065,0.2385973599,0.2760375499,21,100
Market-Adjusted Model,16923,2022-10-27,-0.030067935,-0.126638218,-0.129721035,21,100
Market-Adjusted Model,16924,2022-10-27,-0.074745171,-0.163045809,-0.174398271,21,100
Market-Adjusted Model,16927,2022-10-27,-0.388783362,-0.557732875,-0.488436463,21,100
Market-Adjusted Model,16928,2022-10-27,0.1687528724,0.0683767707,0.0690997723,21,100
Market-Adjusted Model,16929,2022-10-27,-0.045673034,-0.127952917,-0.145326134,21,100
Market-Adjusted Model,16931,2022-10-27,-0.197916719,-0.283474023,-0.297569819,21,100
Market-Adjusted Model,16932,2022-10-27,0.0461740815,-0.026228992,-0.053479019,21,100
Market-Adjusted Model,16933,2022-10-27,-0.258333308,-0.381469022,-0.357986408,21,100
Market-Adjusted Model,16937,2022-10-27,-0.116037865,-0.198397787,-0.215690965,21,100
Market-Adjusted Model,16938,2022-10-27,0.0432543825,0.0052504739,-0.056398718,21,100
Market-Adjusted Model,16939,2022-10-27,0.3798000655,0.2444196219,0.2801469654,21,100
Market-Adjusted Model,16940,2022-10-27,-0.076567145,-0.155619582,-0.176220245,21,100
Market-Adjusted Model,16948,2022-10-27,0.0027303124,-0.096219381,-0.096922788,21,100
Market-Adjusted Model,16949,2022-10-27,0.0023176023,-0.096774694,-0.097335498,21,100
Market-Adjusted Model,16952,2022-10-27,0.0409668794,-0.057972344,-0.058686221,21,100
Market-Adjusted Model,16953,2022-10-27,0.0082260612,-0.090710801,-0.091427039,21,100
Market-Adjusted Model,16954,2022-10-27,0.0257044744,-0.073579025,-0.073948626,21,100
Market-Adjusted Model,16955,2022-10-27,0.0476695125,-0.049716632,-0.051983588,21,100
Market-Adjusted Model,16956,2022-10-27,0.0261907489,-0.073287896,-0.073462351,21,100
Market-Adjusted Model,16958,2022-10-27,0.123275893,0.0196201736,0.0236227929,21,100
Market-Adjusted Model,16959,2022-10-27,0.132001647,0.0277031125,0.0323485469,21,100
Market-Adjusted Model,16960,2022-10-27,0.0730886648,-0.026313487,-0.026564435,21,100
Market-Adjusted Model,16961,2022-10-27,0.1722933128,0.0663280993,0.0726402127,21,100
Market-Adjusted Model,16962,2022-10-27,0.5643942307,0.489153468,0.4647411306,21,100
Market-Adjusted Model,16963,2022-10-27,0.0266666415,-0.056923535,-0.072986459,21,100
Market-Adjusted Model,16964,2022-10-27,0.1043841273,0.0215096373,0.0047310272,21,100
Market-Adjusted Model,16965,2022-10-27,0.2339449857,0.1238986687,0.1342918855,21,100
Market-Adjusted Model,16966,2022-10-27,0.002070384,-0.097140407,-0.097582716,21,100
Market-Adjusted Model,16967,2022-10-27,-0.012014141,-0.08986916,-0.111667241,21,100
Market-Adjusted Model,16968,2022-10-27,-0.114411459,-0.184743292,-0.214064559,21,100
Market-Adjusted Model,16971,2022-10-27,0.1740534315,0.0742036015,0.0744003314,21,100
Market-Adjusted Model,16974,2022-10-27,-0.06117645,-0.150612946,-0.16082955,21,100
Market-Adjusted Model,16975,2022-10-27,0.1505442838,0.051022578,0.0508911837,21,100
Market-Adjusted Model,16976,2022-10-27,0.1552789084,0.0504392126,0.0556258083,21,100
Market-Adjusted Model,16979,2022-10-27,0.0891456609,-0.01185844,-0.010507439,21,100
Market-Adjusted Model,16981,2022-10-27,0.0488165541,-0.037059784,-0.050836546,21,100
Market-Adjusted Model,16982,2022-10-27,0.1224933532,0.019488465,0.0228402531,21,100
Market-Adjusted Model,16983,2022-10-27,-0.016877701,-0.115365987,-0.116530801,21,100
Market-Adjusted Model,16987,2022-10-27,-0.317669777,-0.463255237,-0.417322877,21,100
Market-Adjusted Model,16989,2022-10-27,-0.000239228,-0.076746808,-0.099892328,21,100
Market-Adjusted Model,16990,2022-10-27,-0.384146346,-0.45571198,-0.483799446,21,100
Market-Adjusted Model,16991,2022-10-27,0.0717970846,-0.023702162,-0.027856016,21,100
Market-Adjusted Model,16992,2022-10-27,-0.17611938,-0.269319672,-0.27577248,21,100
Market-Adjusted Model,16995,2022-10-27,0.0464865178,-0.052494569,-0.053166582,21,100
Market-Adjusted Model,16998,2022-10-27,0.4233596756,0.2795940062,0.3237065755,21,100
Market-Adjusted Model,16999,2022-10-27,-0.347007403,-0.429139141,-0.446660503,21,100
Market-Adjusted Model,17000,2022-10-27,0.088860546,0.0196838351,-0.010792554,21,100
