Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,90458,2022-10-27,0.0866411272,-0.012650146,-0.013011973,21,100
Market-Adjusted Model,90464,2022-10-27,0.1197917394,0.017972845,0.0201386392,21,100
Market-Adjusted Model,90470,2022-10-27,0.0377622749,-0.061221304,-0.061890825,21,100
Market-Adjusted Model,90476,2022-10-27,0.0349126793,-0.059472613,-0.064740421,21,100
Market-Adjusted Model,90483,2022-10-27,-0.112345696,-0.19384448,-0.211998796,21,100
Market-Adjusted Model,90490,2022-10-27,0.2892240933,0.1690851561,0.1895709932,21,100
Market-Adjusted Model,90495,2022-10-27,0.1129819716,0.0108547536,0.0133288715,21,100
Market-Adjusted Model,90496,2022-10-27,0.0535338021,-0.028653751,-0.046119298,21,100
Market-Adjusted Model,90505,2022-10-27,0.1246575159,0.0316114238,0.0250044158,21,100
Market-Adjusted Model,90506,2022-10-27,0.1755319376,0.0674371901,0.0758788375,21,100
Market-Adjusted Model,90510,2022-10-27,0.0402385551,-0.059129318,-0.059414545,21,100
Market-Adjusted Model,90511,2022-10-27,0.1203438893,0.0170437848,0.0206907892,21,100
Market-Adjusted Model,90512,2022-10-27,-0.045514274,-0.114463693,-0.145167374,21,100
Market-Adjusted Model,90516,2022-10-27,-0.181297677,-0.269222102,-0.280950777,21,100
Market-Adjusted Model,90520,2022-10-27,0.1682568957,0.0713422898,0.0686037956,21,100
Market-Adjusted Model,90523,2022-10-27,0.1179521685,0.0171833513,0.0182990684,21,100
Market-Adjusted Model,90525,2022-10-27,0.0477837924,-0.050811085,-0.051869308,21,100
Market-Adjusted Model,90526,2022-10-27,0.123135835,0.0215587257,0.0234827348,21,100
Market-Adjusted Model,90533,2022-10-27,0.0544412774,-0.012000323,-0.045211823,21,100
Market-Adjusted Model,90534,2022-10-27,0.0585414915,-0.039761605,-0.041111609,21,100
Market-Adjusted Model,90539,2022-10-27,-0.031987141,-0.105890599,-0.131640241,21,100
Market-Adjusted Model,90542,2022-10-27,-0.155797129,-0.254089809,-0.255450229,21,100
Market-Adjusted Model,90544,2022-10-27,0.0811712607,-0.018226313,-0.018481839,21,100
Market-Adjusted Model,90548,2022-10-27,0.1659394096,0.0613926956,0.0662863095,21,100
Market-Adjusted Model,90550,2022-10-27,0.0970690796,-0.003523898,-0.002584021,21,100
Market-Adjusted Model,90552,2022-10-27,0.0857759644,-0.015358801,-0.013877136,21,100
Market-Adjusted Model,90558,2022-10-27,0.0823574841,-0.013460588,-0.017295616,21,100
Market-Adjusted Model,90562,2022-10-27,0.2042922772,0.1064135256,0.1046391771,21,100
Market-Adjusted Model,90563,2022-10-27,0.0666049341,-0.03113451,-0.033048166,21,100
Market-Adjusted Model,90564,2022-10-27,0.1639904056,0.0566055749,0.0643373055,21,100
Market-Adjusted Model,90568,2022-10-27,0.0863931076,-0.00295494,-0.013259993,21,100
Market-Adjusted Model,90569,2022-10-27,0.2317427633,0.1207877045,0.1320896632,21,100
Market-Adjusted Model,90590,2022-10-27,0.1173716466,0.0249152276,0.0177185465,21,100
Market-Adjusted Model,90591,2022-10-27,0.139656249,0.0362668594,0.0400031489,21,100
Market-Adjusted Model,90595,2022-10-27,0.1086956565,0.0120091763,0.0090425564,21,100
Market-Adjusted Model,90600,2022-10-27,-0.051081554,-0.144003465,-0.150734654,21,100
Market-Adjusted Model,90601,2022-10-27,0.1498783747,0.046951556,0.0502252746,21,100
Market-Adjusted Model,90603,2022-10-27,0.1374103267,0.0343058978,0.0377572266,21,100
Market-Adjusted Model,90604,2022-10-27,-0.07438019,-0.146727674,-0.17403329,21,100
Market-Adjusted Model,90605,2022-10-27,0.0949213717,0.0065306071,-0.004731728,21,100
Market-Adjusted Model,90607,2022-10-27,0.1190064395,0.0167130511,0.0193533394,21,100
Market-Adjusted Model,90608,2022-10-27,0.0236638847,-0.068328853,-0.075989215,21,100
Market-Adjusted Model,90611,2022-10-27,0.0660713997,-0.032757243,-0.0335817,21,100
Market-Adjusted Model,90612,2022-10-27,0.0719751923,-0.028125924,-0.027677908,21,100
Market-Adjusted Model,90618,2022-10-27,0.0733861351,-0.016331542,-0.026266965,21,100
Market-Adjusted Model,90619,2022-10-27,0.1125915039,0.0118503092,0.0129384038,21,100
Market-Adjusted Model,90620,2022-10-27,0.1257373241,0.0214411698,0.0260842239,21,100
Market-Adjusted Model,90621,2022-10-27,0.1010198721,0.0001558654,0.001366772,21,100
Market-Adjusted Model,90622,2022-10-27,0.1445895663,0.0402119627,0.0449364662,21,100
Market-Adjusted Model,90623,2022-10-27,0.1176211457,0.0155539205,0.0179680456,21,100
Market-Adjusted Model,90624,2022-10-27,0.137699172,0.034324596,0.0380460718,21,100
Market-Adjusted Model,90630,2022-10-27,0.0862068753,-0.011439153,-0.013446225,21,100
Market-Adjusted Model,90634,2022-10-27,0.1681118356,0.0684410936,0.0684587354,21,100
Market-Adjusted Model,90636,2022-10-27,-0.010088885,-0.107123901,-0.109741985,21,100
Market-Adjusted Model,90640,2022-10-27,0.0478096285,-0.02318187,-0.051843472,21,100
Market-Adjusted Model,90646,2022-10-27,0.1225758718,0.0215083505,0.0229227717,21,100
Market-Adjusted Model,90648,2022-10-27,0.0889218996,-0.009528467,-0.010731201,21,100
Market-Adjusted Model,90664,2022-10-27,0.2188770979,0.1219024894,0.1192239978,21,100
Market-Adjusted Model,90672,2022-10-27,0.0746667214,-0.004211065,-0.024986379,21,100
Market-Adjusted Model,90675,2022-10-27,0.1088622047,0.0064107713,0.0092091046,21,100
Market-Adjusted Model,90679,2022-10-27,-0.197674417,-0.31329582,-0.297327517,21,100
Market-Adjusted Model,90680,2022-10-27,0.1330798123,0.0340025637,0.0334267122,21,100
Market-Adjusted Model,90682,2022-10-27,0.2937499442,0.1738553713,0.194096844,21,100
Market-Adjusted Model,90685,2022-10-27,0.0527260695,-0.046386488,-0.046927031,21,100
Market-Adjusted Model,90689,2022-10-27,0.0898753722,-0.011732231,-0.009777728,21,100
Market-Adjusted Model,90695,2022-10-27,-0.092173312,-0.185516331,-0.191826412,21,100
Market-Adjusted Model,90701,2022-10-27,0.2354459788,0.1234946665,0.1357928787,21,100
Market-Adjusted Model,90706,2022-10-27,0.1122715182,0.0297680113,0.0126184181,21,100
Market-Adjusted Model,90708,2022-10-27,0.1379563462,0.0374872463,0.0383032461,21,100
Market-Adjusted Model,90710,2022-10-27,0.1972110767,0.0871639305,0.0975579765,21,100
Market-Adjusted Model,90715,2022-10-27,0.110533784,0.0231134594,0.0108806839,21,100
Market-Adjusted Model,90716,2022-10-27,0.0835205846,-0.012351237,-0.016132515,21,100
Market-Adjusted Model,90718,2022-10-27,0.0931889881,-0.008673646,-0.006464112,21,100
Market-Adjusted Model,90720,2022-10-27,0.0359758371,-0.040383897,-0.063677263,21,100
Market-Adjusted Model,90724,2022-10-27,0.1295530267,0.0304395316,0.0298999266,21,100
Market-Adjusted Model,90729,2022-10-27,0.1906388979,0.0785257298,0.0909857978,21,100
Market-Adjusted Model,90731,2022-10-27,0.2042826513,0.092342209,0.1046295512,21,100
Market-Adjusted Model,90734,2022-10-27,0.0175673182,-0.081687976,-0.082085782,21,100
Market-Adjusted Model,90735,2022-10-27,0.3340000255,0.2125117844,0.2343469254,21,100
Market-Adjusted Model,90744,2022-10-27,0.0200858118,-0.070630314,-0.079567288,21,100
Market-Adjusted Model,90751,2022-10-27,0.0377868032,-0.048797531,-0.061866297,21,100
Market-Adjusted Model,90753,2022-10-27,0.0315879381,-0.063176291,-0.068065162,21,100
Market-Adjusted Model,90755,2022-10-27,0.1971241893,0.0928053297,0.0974710892,21,100
Market-Adjusted Model,90756,2022-10-27,0.2129878128,0.0993972058,0.1133347127,21,100
Market-Adjusted Model,90765,2022-10-27,0.0644796044,-0.033660879,-0.035173496,21,100
Market-Adjusted Model,90766,2022-10-27,0.0665235952,-0.029421899,-0.033129505,21,100
Market-Adjusted Model,90767,2022-10-27,0.2251525422,0.1150139779,0.125499442,21,100
Market-Adjusted Model,90768,2022-10-27,0.0878998582,-0.012541026,-0.011753242,21,100
Market-Adjusted Model,90769,2022-10-27,0.0809005692,-0.015204766,-0.018752531,21,100
Market-Adjusted Model,90770,2022-10-27,0.0251424769,-0.068102139,-0.074510623,21,100
Market-Adjusted Model,90771,2022-10-27,0.079592745,-0.020679048,-0.020060355,21,100
Market-Adjusted Model,90773,2022-10-27,0.0942943339,-0.005139006,-0.005358766,21,100
Market-Adjusted Model,90775,2022-10-27,0.0139221097,-0.082986453,-0.08573099,21,100
Market-Adjusted Model,90776,2022-10-27,0.1951375689,0.0954903338,0.0954844687,21,100
Market-Adjusted Model,90783,2022-10-27,0.0952381212,0.0309716081,-0.004414979,21,100
Market-Adjusted Model,90790,2022-10-27,0.1042047908,0.0116752203,0.0045516906,21,100
Market-Adjusted Model,90794,2022-10-27,0.0808277115,-0.016819028,-0.018825389,21,100
Market-Adjusted Model,90796,2022-10-27,0.1851967624,0.0846635165,0.0855436623,21,100
Market-Adjusted Model,90803,2022-10-27,0.2382076152,0.1300197742,0.1385545151,21,100
Market-Adjusted Model,90808,2022-10-27,0.0633455125,-0.02236236,-0.036307588,21,100
Market-Adjusted Model,90825,2022-10-27,0.1195218965,0.031529882,0.0198687964,21,100
Market-Adjusted Model,90827,2022-10-27,0.1395977531,0.0347569687,0.039944653,21,100
Market-Adjusted Model,90829,2022-10-27,0.0579229065,-0.032084855,-0.041730194,21,100
Market-Adjusted Model,90834,2022-10-27,0.0936170216,-0.004996335,-0.006036079,21,100
Market-Adjusted Model,90835,2022-10-27,0.1475324746,0.0416651589,0.0478793745,21,100
Market-Adjusted Model,90837,2022-10-27,0.1524931095,0.0474307114,0.0528400094,21,100
Market-Adjusted Model,90839,2022-10-27,0.2022463823,0.0896652487,0.1025932822,21,100
Market-Adjusted Model,90850,2022-10-27,0.1262200238,0.0246539041,0.0265669237,21,100
Market-Adjusted Model,90853,2022-10-27,0.0412304997,-0.058227473,-0.0584226,21,100
Market-Adjusted Model,90856,2022-10-27,0.2626944852,0.1543384543,0.1630413851,21,100
Market-Adjusted Model,90857,2022-10-27,-0.198753147,-0.293428413,-0.298406247,21,100
Market-Adjusted Model,90866,2022-10-27,0.2085851639,0.0955794386,0.1089320638,21,100
Market-Adjusted Model,90868,2022-10-27,0.013274817,-0.071537598,-0.086378283,21,100
Market-Adjusted Model,90870,2022-10-27,0.1454699681,0.0426738583,0.045816868,21,100
Market-Adjusted Model,90871,2022-10-27,0.0486848778,-0.037857787,-0.050968222,21,100
Market-Adjusted Model,90875,2022-10-27,-0.031707282,-0.123302552,-0.131360382,21,100
Market-Adjusted Model,90878,2022-10-27,0.1050752687,0.0048632931,0.0054221686,21,100
Market-Adjusted Model,90880,2022-10-27,0.2637830527,0.144397214,0.1641299526,21,100
Market-Adjusted Model,90882,2022-10-27,0.0259973116,-0.069999115,-0.073655789,21,100
Market-Adjusted Model,90884,2022-10-27,0.1397776054,0.0354141836,0.0401245053,21,100
Market-Adjusted Model,90885,2022-10-27,0.0035210897,-0.082318544,-0.09613201,21,100
Market-Adjusted Model,90886,2022-10-27,0.1329250571,0.0396285231,0.0332719569,21,100
Market-Adjusted Model,90890,2022-10-27,0.1397058266,0.0342485938,0.0400527264,21,100
Market-Adjusted Model,90892,2022-10-27,0.1308005434,0.0265416408,0.0311474433,21,100
Market-Adjusted Model,90899,2022-10-27,-0.03955791,-0.134763118,-0.13921101,21,100
Market-Adjusted Model,90902,2022-10-27,0.0337928094,-0.064440957,-0.065860291,21,100
Market-Adjusted Model,90907,2022-10-27,-0.150000001,-0.236511803,-0.249653101,21,100
Market-Adjusted Model,90913,2022-10-27,0.1476565791,0.0994847456,0.048003479,21,100
Market-Adjusted Model,90917,2022-10-27,0.1564625982,0.0692969633,0.0568094981,21,100
Market-Adjusted Model,90919,2022-10-27,0.0569069479,-0.040449249,-0.042746152,21,100
Market-Adjusted Model,90922,2022-10-27,0.0204580187,-0.077638587,-0.079195081,21,100
Market-Adjusted Model,90925,2022-10-27,0.0677301261,-0.028618232,-0.031922974,21,100
Market-Adjusted Model,90926,2022-10-27,0.0601202806,-0.016188836,-0.03953282,21,100
Market-Adjusted Model,90927,2022-10-27,0.0939024944,-0.007665191,-0.005750606,21,100
Market-Adjusted Model,90928,2022-10-27,0.123584661,0.0205608976,0.0239315609,21,100
Market-Adjusted Model,90930,2022-10-27,0.2835820566,0.1582891354,0.1839289565,21,100
Market-Adjusted Model,90934,2022-10-27,0.0871811098,-0.009069058,-0.01247199,21,100
Market-Adjusted Model,90935,2022-10-27,0.0925685296,-0.002119843,-0.00708457,21,100
Market-Adjusted Model,90936,2022-10-27,0.1920657712,0.0796268064,0.0924126711,21,100
Market-Adjusted Model,90943,2022-10-27,0.2753623278,0.1496624758,0.1757092277,21,100
Market-Adjusted Model,90949,2022-10-27,0.1827304572,0.0728742422,0.0830773571,21,100
Market-Adjusted Model,90950,2022-10-27,0.0620689014,-0.021953902,-0.037584199,21,100
Market-Adjusted Model,90955,2022-10-27,-0.041363648,-0.116699441,-0.141016748,21,100
Market-Adjusted Model,90961,2022-10-27,0.0322187666,-0.064447096,-0.067434333,21,100
Market-Adjusted Model,90963,2022-10-27,0.1952098075,0.0865269456,0.0955567074,21,100
Market-Adjusted Model,90965,2022-10-27,0.1025641239,0.0051138564,0.0029110238,21,100
Market-Adjusted Model,90971,2022-10-27,-0.045194689,-0.144269025,-0.144847789,21,100
Market-Adjusted Model,90973,2022-10-27,0.0094562542,-0.08908254,-0.090196846,21,100
Market-Adjusted Model,90976,2022-10-27,-0.076067684,-0.161090369,-0.175720784,21,100
Market-Adjusted Model,90978,2022-10-27,0.2311827574,0.1455592111,0.1315296573,21,100
Market-Adjusted Model,90979,2022-10-27,0.22869313,0.129663328,0.1290400299,21,100
Market-Adjusted Model,90983,2022-10-27,0.1596638566,0.0537690666,0.0600107565,21,100
Market-Adjusted Model,90986,2022-10-27,-1.33078E-11,-0.098361621,-0.0996531,21,100
Market-Adjusted Model,90988,2022-10-27,0.026845716,-0.060760681,-0.072807384,21,100
Market-Adjusted Model,90989,2022-10-27,-0.290123469,-0.388365414,-0.389776569,21,100
Market-Adjusted Model,90993,2022-10-27,0.1316631743,0.0290647824,0.0320100742,21,100
Market-Adjusted Model,90998,2022-10-27,0.1155094527,0.0134329549,0.0158563526,21,100
Market-Adjusted Model,90999,2022-10-27,0.5493609766,0.3571487548,0.4497078765,21,100
Market-Adjusted Model,91001,2022-10-27,0.1301375559,0.0261795377,0.0304844558,21,100
Market-Adjusted Model,91002,2022-10-27,0.1773663019,0.0700086713,0.0777132018,21,100
Market-Adjusted Model,91004,2022-10-27,0.1134104047,0.0116870148,0.0137573045,21,100
Market-Adjusted Model,91005,2022-10-27,0.111877284,0.0115757182,0.0122241839,21,100
Market-Adjusted Model,91006,2022-10-27,0.1259689895,0.0240680985,0.0263158894,21,100
Market-Adjusted Model,91007,2022-10-27,0.102472929,0.003766673,0.0028198288,21,100
Market-Adjusted Model,91008,2022-10-27,0.1317843307,0.0281617354,0.0321312305,21,100
Market-Adjusted Model,91009,2022-10-27,0.118975209,0.0175816686,0.0193221089,21,100
Market-Adjusted Model,91010,2022-10-27,0.1063677295,0.0059580807,0.0067146294,21,100
Market-Adjusted Model,91015,2022-10-27,0.1905231136,0.0780117681,0.0908700135,21,100
Market-Adjusted Model,91021,2022-10-27,-0.126200015,-0.221996788,-0.225853115,21,100
Market-Adjusted Model,91038,2022-10-27,0.0978902552,0.0224746016,-0.001762845,21,100
Market-Adjusted Model,91041,2022-10-27,-0.01254366,-0.103383216,-0.11219676,21,100
Market-Adjusted Model,91044,2022-10-27,0.0584382114,-0.040988056,-0.041214889,21,100
Market-Adjusted Model,91047,2022-10-27,0.050838024,-0.048836068,-0.048815076,21,100
Market-Adjusted Model,91052,2022-10-27,0.1391853488,0.0365899796,0.0395322486,21,100
Market-Adjusted Model,91053,2022-10-27,0.1303915095,0.0263595202,0.0307384094,21,100
Market-Adjusted Model,91055,2022-10-27,0.1262499785,0.0236194403,0.0265968783,21,100
Market-Adjusted Model,91065,2022-10-27,0.0621152043,-0.036305903,-0.037537896,21,100
Market-Adjusted Model,91068,2022-10-27,-0.03390387,-0.125823855,-0.13355697,21,100
Market-Adjusted Model,91076,2022-10-27,0.2142857873,0.1103212165,0.1146326872,21,100
Market-Adjusted Model,91080,2022-10-27,0.4481676247,0.286989829,0.3485145246,21,100
Market-Adjusted Model,91082,2022-10-27,0.0855001597,-0.011526157,-0.01415294,21,100
Market-Adjusted Model,91083,2022-10-27,0.0210498876,-0.078020103,-0.078603213,21,100
Market-Adjusted Model,91086,2022-10-27,0.7033234646,1.4206517267,0.6036703644,21,100
Market-Adjusted Model,91090,2022-10-27,0.2136662621,0.1305029005,0.114013162,21,100
Market-Adjusted Model,91095,2022-10-27,0.0553266951,-0.035243906,-0.044326405,21,100
Market-Adjusted Model,91103,2022-10-27,0.2950628825,0.1661474323,0.1954097824,21,100
Market-Adjusted Model,91106,2022-10-27,-0.025183019,-0.123371438,-0.124836119,21,100
Market-Adjusted Model,91111,2022-10-27,0.0945935431,-0.00625458,-0.005059557,21,100
Market-Adjusted Model,91112,2022-10-27,0.2172740395,0.1034111781,0.1176209394,21,100
Market-Adjusted Model,91114,2022-10-27,0.2795058894,0.162423677,0.1798527893,21,100
Market-Adjusted Model,91119,2022-10-27,0.121867959,0.0242397707,0.0222148588,21,100
Market-Adjusted Model,91122,2022-10-27,0.2106385141,0.1027153733,0.110985414,21,100
Market-Adjusted Model,91123,2022-10-27,0.0947925627,0.0021633317,-0.004860537,21,100
Market-Adjusted Model,91124,2022-10-27,0.056162715,-0.036626178,-0.043490385,21,100
Market-Adjusted Model,91125,2022-10-27,0.0800422541,-0.009945871,-0.019610846,21,100
Market-Adjusted Model,91129,2022-10-27,0.0130280252,-0.084524242,-0.086625075,21,100
Market-Adjusted Model,91130,2022-10-27,0.0588071842,-0.038682463,-0.040845916,21,100
Market-Adjusted Model,91131,2022-10-27,0.1084274873,0.0067430956,0.0087743872,21,100
Market-Adjusted Model,91132,2022-10-27,0.1877729819,0.077901115,0.0881198818,21,100
Market-Adjusted Model,91133,2022-10-27,-0.052618136,-0.145350379,-0.152271236,21,100
Market-Adjusted Model,91137,2022-10-27,0.1140006182,0.0111894987,0.0143475181,21,100
Market-Adjusted Model,91152,2022-10-27,0.2553596944,0.1362128213,0.1557065943,21,100
Market-Adjusted Model,91161,2022-10-27,0.2516909812,0.1508491994,0.1520378811,21,100
Market-Adjusted Model,91163,2022-10-27,0.2910156766,0.1718669847,0.1913625765,21,100
Market-Adjusted Model,91176,2022-10-27,-0.007687869,-0.104354574,-0.107340969,21,100
Market-Adjusted Model,91181,2022-10-27,0.1133607919,0.0135267423,0.0137076917,21,100
Market-Adjusted Model,91182,2022-10-27,0.1050370051,0.010805312,0.005383905,21,100
Market-Adjusted Model,91184,2022-10-27,-0.075630272,-0.17258496,-0.175283372,21,100
Market-Adjusted Model,91186,2022-10-27,0.1143150979,0.0139517,0.0146619978,21,100
Market-Adjusted Model,91194,2022-10-27,0.1320640815,0.0299334553,0.0324109814,21,100
Market-Adjusted Model,91197,2022-10-27,0.0698879053,-0.027541454,-0.029765195,21,100
Market-Adjusted Model,91201,2022-10-27,-0.01913879,-0.111300433,-0.11879189,21,100
Market-Adjusted Model,91202,2022-10-27,0.1353041012,0.0335341049,0.0356510011,21,100
Market-Adjusted Model,91204,2022-10-27,0.1045519096,0.0038534207,0.0048988094,21,100
Market-Adjusted Model,91208,2022-10-27,0.0184688796,-0.076284275,-0.08118422,21,100
Market-Adjusted Model,91209,2022-10-27,0.1329440534,0.0287063606,0.0332909533,21,100
Market-Adjusted Model,91215,2022-10-27,0.1751069761,0.0732868389,0.075453876,21,100
Market-Adjusted Model,91220,2022-10-27,0.1160066469,0.0224173946,0.0163535468,21,100
Market-Adjusted Model,91221,2022-10-27,0.1991902294,0.0858180345,0.0995371293,21,100
Market-Adjusted Model,91222,2022-10-27,0.0918281504,-0.005552081,-0.00782495,21,100
Market-Adjusted Model,91223,2022-10-27,0.1236230896,0.0204779827,0.0239699894,21,100
Market-Adjusted Model,91224,2022-10-27,0.165185334,0.0574020827,0.0655322339,21,100
Market-Adjusted Model,91225,2022-10-27,0.0815378274,-0.016474633,-0.018115273,21,100
Market-Adjusted Model,91226,2022-10-27,0.0829524563,-0.018121469,-0.016700644,21,100
Market-Adjusted Model,91227,2022-10-27,0.0707204081,-0.029127458,-0.028932692,21,100
Market-Adjusted Model,91228,2022-10-27,0.2884031682,0.1642040501,0.188750068,21,100
Market-Adjusted Model,91229,2022-10-27,0.092801221,-0.004617901,-0.006851879,21,100
Market-Adjusted Model,91232,2022-10-27,0.1744378959,0.0775857139,0.0747847958,21,100
Market-Adjusted Model,91233,2022-10-27,0.1901686125,0.0823179685,0.0905155124,21,100
Market-Adjusted Model,91234,2022-10-27,0.0910026716,-0.007164131,-0.008650428,21,100
Market-Adjusted Model,91262,2022-10-27,0.0115139823,-0.08771323,-0.088139118,21,100
Market-Adjusted Model,91269,2022-10-27,0.0086206831,-0.086186888,-0.091032417,21,100
Market-Adjusted Model,91271,2022-10-27,0.1571219349,0.0535279596,0.0574688348,21,100
Market-Adjusted Model,91274,2022-10-27,0.1105698515,0.0084283967,0.0109167514,21,100
Market-Adjusted Model,91277,2022-10-27,-0.100478436,-0.138679605,-0.200131536,21,100
Market-Adjusted Model,91278,2022-10-27,-0.239819023,-0.351765422,-0.339472124,21,100
Market-Adjusted Model,91279,2022-10-27,-0.30769225,-0.40125726,-0.40734535,21,100
Market-Adjusted Model,91283,2022-10-27,0.0874183627,-0.001455598,-0.012234737,21,100
Market-Adjusted Model,91287,2022-10-27,0.138705928,0.0359160697,0.0390528279,21,100
Market-Adjusted Model,91291,2022-10-27,0.055848968,-0.043069897,-0.043804132,21,100
Market-Adjusted Model,91292,2022-10-27,0.0555554737,-0.043532277,-0.044097626,21,100
Market-Adjusted Model,91293,2022-10-27,0.0326534072,-0.066419537,-0.066999693,21,100
Market-Adjusted Model,91294,2022-10-27,0.0383798071,-0.060977634,-0.061273293,21,100
Market-Adjusted Model,91297,2022-10-27,0.1406775605,0.0361207316,0.0410244604,21,100
Market-Adjusted Model,91298,2022-10-27,0.0237865603,-0.065961231,-0.07586654,21,100
Market-Adjusted Model,91301,2022-10-27,0.1760070244,0.0711543457,0.0763539242,21,100
Market-Adjusted Model,91305,2022-10-27,-0.013836437,-0.089298929,-0.113489538,21,100
Market-Adjusted Model,91306,2022-10-27,0.1227436446,0.0277524758,0.0230905444,21,100
Market-Adjusted Model,91307,2022-10-27,0.21004574,0.1075977795,0.1103926399,21,100
Market-Adjusted Model,91308,2022-10-27,0.1366989278,0.0556091312,0.0370458277,21,100
Market-Adjusted Model,91309,2022-10-27,0.3209534116,0.1896890295,0.2213003114,21,100
Market-Adjusted Model,91310,2022-10-27,0.2321047013,0.1267735973,0.1324516012,21,100
Market-Adjusted Model,91311,2022-10-27,-0.100577971,-0.200997901,-0.200231072,21,100
Market-Adjusted Model,91312,2022-10-27,-0.079920744,-0.175450441,-0.179573844,21,100
Market-Adjusted Model,91313,2022-10-27,-0.135021078,-0.241560994,-0.234674178,21,100
Market-Adjusted Model,91314,2022-10-27,-0.109637168,-0.210862327,-0.209290268,21,100
Market-Adjusted Model,91315,2022-10-27,0.0947843234,-0.004007962,-0.004868777,21,100
Market-Adjusted Model,91316,2022-10-27,0.0954172044,-0.000664663,-0.004235896,21,100
Market-Adjusted Model,91317,2022-10-27,0.052422374,-0.045567715,-0.047230726,21,100
Market-Adjusted Model,91318,2022-10-27,0.1043589283,0.0074847683,0.0047058282,21,100
Market-Adjusted Model,91319,2022-10-27,0.3121632975,0.1827721183,0.2125101974,21,100
Market-Adjusted Model,91320,2022-10-27,0.1137211925,0.020425468,0.0140680924,21,100
Market-Adjusted Model,91321,2022-10-27,0.060259608,-0.02197109,-0.039393492,21,100
Market-Adjusted Model,91324,2022-10-27,0.1244545697,0.0207814154,0.0248014696,21,100
Market-Adjusted Model,91325,2022-10-27,0.1210687635,0.0172569129,0.0214156634,21,100
Market-Adjusted Model,91326,2022-10-27,0.1270165769,0.0230729602,0.0273634768,21,100
Market-Adjusted Model,91327,2022-10-27,0.1253788788,0.0222655482,0.0257257787,21,100
Market-Adjusted Model,91328,2022-10-27,0.1137422332,0.0116784475,0.0140891331,21,100
Market-Adjusted Model,91330,2022-10-27,0.136270942,0.031956665,0.0366178419,21,100
Market-Adjusted Model,91331,2022-10-27,0.140210382,0.0351916879,0.0405572819,21,100
Market-Adjusted Model,91332,2022-10-27,0.1193383557,0.0172431416,0.0196852556,21,100
Market-Adjusted Model,91333,2022-10-27,0.1528223329,0.0466319672,0.0531692327,21,100
Market-Adjusted Model,91334,2022-10-27,0.1592528097,0.0521192288,0.0595997096,21,100
Market-Adjusted Model,91335,2022-10-27,0.1404026763,0.0352722428,0.0407495762,21,100
Market-Adjusted Model,91336,2022-10-27,0.1416193927,0.0366353166,0.0419662926,21,100
Market-Adjusted Model,91340,2022-10-27,0.0747025994,-0.024971147,-0.024950501,21,100
Market-Adjusted Model,91341,2022-10-27,0.1371907062,0.0330642154,0.0375376061,21,100
Market-Adjusted Model,91342,2022-10-27,0.0717137508,-0.029152423,-0.027939349,21,100
Market-Adjusted Model,91343,2022-10-27,0.1959357238,0.0859026478,0.0962826237,21,100
Market-Adjusted Model,91344,2022-10-27,0.1244217375,0.0205895392,0.0247686374,21,100
Market-Adjusted Model,91348,2022-10-27,-0.014141358,-0.094343524,-0.113794458,21,100
Market-Adjusted Model,91355,2022-10-27,0.0090090013,-0.090179283,-0.090644099,21,100
Market-Adjusted Model,91356,2022-10-27,0.087194593,-0.010796241,-0.012458507,21,100
Market-Adjusted Model,91359,2022-10-27,0.2398081478,0.1245776589,0.1401550477,21,100
Market-Adjusted Model,91363,2022-10-27,-0.008718434,-0.092691909,-0.108371534,21,100
Market-Adjusted Model,91365,2022-10-27,0.1358695611,0.0389942072,0.0362164609,21,100
Market-Adjusted Model,91366,2022-10-27,-0.189553571,-0.286856124,-0.289206671,21,100
Market-Adjusted Model,91374,2022-10-27,0.0860822275,-0.01334467,-0.013570873,21,100
Market-Adjusted Model,91378,2022-10-27,0.1284185433,0.0241684131,0.0287654431,21,100
Market-Adjusted Model,91379,2022-10-27,0.2005649767,0.1157594677,0.1009118766,21,100
Market-Adjusted Model,91381,2022-10-27,0.0068586952,-0.090216245,-0.092794405,21,100
Market-Adjusted Model,91384,2022-10-27,-0.21549831,-0.32340869,-0.31515141,21,100
Market-Adjusted Model,91385,2022-10-27,-0.257299555,-0.385510662,-0.356952655,21,100
Market-Adjusted Model,91386,2022-10-27,-0.165955948,-0.252113627,-0.265609048,21,100
Market-Adjusted Model,91387,2022-10-27,-0.198972102,-0.303957486,-0.298625202,21,100
Market-Adjusted Model,91390,2022-10-27,0.037675067,-0.059478056,-0.061978033,21,100
Market-Adjusted Model,91392,2022-10-27,0.0861164454,-0.007185229,-0.013536655,21,100
Market-Adjusted Model,91395,2022-10-27,-0.382913317,-0.423271556,-0.482566417,21,100
Market-Adjusted Model,91402,2022-10-27,-0.274710126,-0.322438313,-0.374363226,21,100
Market-Adjusted Model,91403,2022-10-27,0.3487153503,0.218341609,0.2490622502,21,100
Market-Adjusted Model,91408,2022-10-27,0.0365531428,-0.062012797,-0.063099957,21,100
Market-Adjusted Model,91413,2022-10-27,0.2699806316,0.1504035687,0.1703275315,21,100
Market-Adjusted Model,91414,2022-10-27,0.0381593889,-0.061207963,-0.061493711,21,100
Market-Adjusted Model,91416,2022-10-27,-0.113428928,-0.207818023,-0.213082028,21,100
